BINOMIAL,ID,Year,Lat,Long,Frequency,Duration,n,tau_p,tau_p_min,tau_p_max,tau_v,tau_v_min,tau_v_max,diffusion,diffusion_min,diffusion_max,HR,HR_min,HR_max,Speed,Speed_min,Speed_max
prior1,29088,2020,51.5561037,-118.7120252,780,68.25,98,895226.2248,269805.2276,2970402.022,NA,NA,NA,5.487846048,4.299597426,6.818871101,37210366.65,11927272.63,76618645.5,NA,NA,NA
prior1,29089,2020,51.67758875,-118.7274965,781,68.25069444,68,11108593.25,631882.1053,195290930.2,NA,NA,NA,4.4581477,3.413746136,5.6398078,502959167,29101337.8,1631812529,NA,NA,NA
prior1,29092,2020,51.5098219,-118.9810031,1559,68.25069444,59,1786370.63,362351.7791,8806690.657,16120.49114,4241.350015,61270.64112,6.233773242,4.16093271,8.718935979,110372340,25056671.19,257735150.3,NA,NA,NA
prior1,29094,2020,51.6763575,-118.7256229,1560,66.62361111,55,410190.1498,177536.7369,947724.7463,NA,NA,NA,1.849319683,1.206723854,2.62689379,3624576.477,1807231.564,6063683.574,NA,NA,NA
prior1,29095,2020,51.5108818,-118.9816622,780,66.625,81,1570404.714,347491.383,7097070.85,19927.82146,9996.677862,39725.004,6.889880688,4.797071036,9.355595723,108353077.3,26406051.4,247061590.2,NA,NA,NA
prior1,29098,2020,51.7011083,-118.7943332,1560,67.70833333,55,2562457.058,248871.0228,26383891.95,NA,NA,NA,0.097098068,0.051550535,0.156825402,1218763.647,175291.3116,3252463.642,NA,NA,NA
prior1,29102,2020,51.5090261,-118.9799776,781,67.70833333,81,1231392.137,323243.3288,4690975.685,10936.18677,2380.892234,50233.34502,5.029511907,3.565063927,6.742013417,59710243.98,17350215.4,127770184.6,NA,NA,NA
prior1,29103,2020,51.6116596,-118.7974495,1560,65.54236111,37,3636077.447,351674.9812,37594540.15,56408.35231,25892.6582,122888.202,29.8604481,16.0222609,47.93471088,920248602.2,102507629.4,2614653479,NA,NA,NA
prior1,29104,2020,51.6034941,-118.7979688,1559.5,66.62430556,57,3025263.007,372650.1329,24559809.46,20514.61999,6463.838572,65108.31434,18.51231146,11.78568529,26.73329538,426733877.9,57631533.73,1157325488,NA,NA,NA
prior1,30276,2020,54.641315,-121.872265,720,48.49930556,96,4037010.751,360254.2318,45238762.97,NA,NA,NA,5.844917873,4.411589182,7.476778236,173486655.5,15848515.21,515067077.1,NA,NA,NA
prior1,30467,2020,54.588855,-121.97887,720,48,88,791934.2397,188728.2474,3323084.11,NA,NA,NA,0.213595796,0.12556115,0.324635219,1024966.284,292916.2062,2207106.443,NA,NA,NA
prior1,30613,2020,53.73186,-120.70777,720,48.50069444,98,2460047.641,291547.8428,20757603.07,12178.72673,4941.753019,30013.921,18.8449463,12.70605346,26.17457518,459999817,59351404.09,1261854546,NA,NA,NA
prior1,30616,2020,54.11887,-121.50016,720,48.50069444,93,1544130.291,227564.313,10477646.18,NA,NA,NA,5.984792336,4.630774216,7.509817915,74521615.71,11658064.7,194484399.4,NA,NA,NA
prior1,32611,2020,54.18796,-121.24824,720,48.5,95,359791.8599,136555.8917,947964.8281,23417.50891,12898.92179,42513.60949,10.98263134,7.712179018,14.82211045,43799166.29,19926415.7,76912462.19,NA,NA,NA
prior1,37667,2020,50.35465,-117.70873,900,28,43,1603544.039,187576.7806,13708271.76,NA,NA,NA,6.010450801,3.946322635,8.501872636,81299022.46,10030889.16,225469254.2,NA,NA,NA
prior1,37668,2020,50.488,-117.36108,1440,27.99861111,27,366163.8149,72765.28165,1842581.192,NA,NA,NA,2.166816429,1.206246933,3.404075272,6667970.362,1869318.085,14462086.54,NA,NA,NA
prior1,37669,2020,50.47677,-117.11505,899,27.62430556,47,3163354.667,199201.8762,50234530.64,NA,NA,NA,2.177583144,1.521580809,2.949319775,68023091.21,4464428.295,215687717.8,NA,NA,NA
prior1,37670,2020,50.476725,-117.114925,899,27.99930556,44,3588267.794,216925.9982,59355106.66,NA,NA,NA,1.751875694,1.193394484,2.415862098,63504319.96,3997059.377,202924222.9,NA,NA,NA
prior1,37671,2020,50.354435,-117.705465,900,28,36,955969.2957,140356.7983,6511101.034,25914.97318,9107.02987,73743.67321,6.207093534,3.208163705,10.17914002,55446443.53,10014365.21,138977623.7,NA,NA,NA
prior1,37673,2020,50.35463,-117.705215,900,28,36,2077586.461,189632.1102,22761785.95,19191.68817,4715.247351,78112.74095,5.41806338,2.933110158,8.652866859,122884739.9,12451745.31,356715863,NA,NA,NA
prior1,81287,2020,53.8477842,-121.0991306,720,48.5,78,792887.3207,165286.3256,3803522.771,NA,NA,NA,17.58111475,12.34640998,23.72646733,79562374.01,18391933.97,184680183.7,NA,NA,NA
prior1,81288,2020,53.7855847,-121.6129858,720,48.5,81,389144.8154,153193.8062,988510.5092,NA,NA,NA,9.076272767,6.359610639,12.26852098,24433581.44,10577953.83,43989528.75,NA,NA,NA
prior1,81291,2020,54.6379444,-121.8735611,720,48.5,87,2977419.055,333127.344,26611517.75,NA,NA,NA,7.775903818,5.775317467,10.06942816,179315968.6,20760413.6,504913628.6,NA,NA,NA
prior1,81292,2020,54.8373556,-122.3076914,720.5,48.50069444,63,179240.0675,65334.23091,491733.068,NA,NA,NA,1.575001882,0.742014887,2.71614724,2150938.3,1124083.682,3505422.645,NA,NA,NA
prior1,81295,2020,53.6040717,-121.2988827,721,47.50069444,58,2711326.898,326634.1087,22506202.97,NA,NA,NA,54.8007859,37.26189722,75.66895017,887682429,110840146,2454712849,NA,NA,NA
prior1,81308,2020,54.129681,-121.4992582,720,48,76,3334007.699,271905.265,40880441.7,NA,NA,NA,19.80910792,13.55614821,27.22925934,474959259.5,40374885.28,1431526316,NA,NA,NA
prior1,81311,2020,54.46766095,-121.9042464,720,48.5,78,414295.8671,160703.9413,1068057.598,NA,NA,NA,4.554800008,2.980761246,6.457221276,10874103.49,4688642.809,19616611.42,NA,NA,NA
prior1,81313,2020,53.9462694,-121.3861114,720,48.50069444,83,2154278.89,268759.2933,17267933.24,NA,NA,NA,24.57598595,17.33099193,33.06643848,285789836.4,37331544.42,781575517.2,NA,NA,NA
prior1,81314,2020,54.94327835,-122.3546781,720,48,66,648216.0721,186262.4132,2255871.536,NA,NA,NA,5.017268416,3.279334318,7.118838144,22693468.85,7858909.752,45254110.36,NA,NA,NA
prior1,81315,2020,54.1218425,-121.4997461,720,48.5,85,698510.9749,172328.4811,2831322.942,NA,NA,NA,5.949397484,4.005423418,8.271844511,31382736.83,8819728.076,68002954.62,NA,NA,NA
prior1,81320,2020,53.4333972,-121.3121744,720,46.99930556,82,166835.7693,93814.2933,296694.3835,NA,NA,NA,42.48700087,30.09659227,56.98007133,36836821.85,22891684.28,54045517.76,NA,NA,NA
prior1,81324,2020,53.7852775,-121.6104167,721,47.99930556,66,238777.5198,113782.376,501085.5455,NA,NA,NA,18.1743518,10.61315873,27.73598975,21699271.23,11954117,34301514.25,NA,NA,NA
prior1,81325,2020,53.43347415,-121.323535,720,46.5,74,231438.551,98095.42693,546037.7163,NA,NA,NA,50.06298319,32.04192015,72.04049393,59997270.26,30559144.84,99199209.16,NA,NA,NA
prior1,81327,2020,53.7311957,-120.705612,720,48,76,864256.1928,246630.8402,3028570.012,NA,NA,NA,17.64784827,13.1292113,22.82443884,119455432.5,35973707.03,252125976.2,NA,NA,NA
prior1,81328,2020,54.44034485,-121.8452096,720,46.50069444,76,717122.4751,192045.6324,2677825.254,NA,NA,NA,9.722938816,6.750333227,13.22937545,46921380.68,13874447.5,99735486.99,NA,NA,NA
prior1,81330,2020,53.9790844,-121.6372653,720,48.00069444,77,762017.9295,139398.9526,4165535.781,NA,NA,NA,47.01365599,36.05411046,59.40542389,278208344.5,57627040.22,669065049,NA,NA,NA
prior1,81331,2020,54.1610433,-121.5448856,1800.5,2.500694444,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460399.816,121764.7106,4419179.791,NA,NA,NA
prior1,81332,2020,53.96290195,-121.4713723,720,48.5,62,3975688.878,324036.8011,48778725.12,NA,NA,NA,44.4001064,32.38544188,58.28091517,1795101920,152828878.9,5408734072,NA,NA,NA
prior1,81334,2020,53.4854599,-121.7851103,721,48,72,1914620.033,302245.7787,12128440.26,NA,NA,NA,6.673444555,4.896726877,8.720917284,132595944.6,22046515.55,340292638.1,NA,NA,NA
prior1,81344,2020,54.03299445,-121.5600756,720,48.5,84,511583.0261,171345.0515,1527427.786,NA,NA,NA,15.13620077,11.05138077,19.85347815,55965506.71,20550564.76,108808817.8,NA,NA,NA
prior1,81345,2020,54.0443008,-121.485615,720,48.50069444,75,6868159,431601.9894,109294232.2,NA,NA,NA,29.27257217,21.8730361,37.73361973,1764121060,112823631.1,5620597046,NA,NA,NA
prior1,81347,2020,54.18949585,-121.2434106,720,48.00069444,84,1251845.259,179114.6642,8749236.462,NA,NA,NA,16.04420382,12.14669472,20.47572129,173159085.7,27317923.45,450873331.4,NA,NA,NA
prior1,81348,2020,53.84322,-121.63754,720,47.5,72,875553.8835,214156.0212,3579607.983,NA,NA,NA,4.229092202,2.745728167,6.027706137,29743593.03,8173288.963,64989651.62,NA,NA,NA
prior1,81350,2020,54.5212629,-121.5607378,720,48.5,78,NA,NA,NA,NA,NA,NA,3.98056014,1.975674412,6.675867614,32461633.95,9994954.555,67922263,NA,NA,NA
prior1,81353,2020,53.8105579,-121.5775033,720,47.50069444,86,2386464.603,272595.4695,20892545.7,NA,NA,NA,8.30615617,6.314306879,10.56688726,191055673.4,22895633.96,533589599.4,NA,NA,NA
prior1,81354,2020,53.73277195,-120.7082204,720,48,90,1321620.222,252504.5086,6917421.082,NA,NA,NA,30.20997099,23.76109751,37.42137706,383202504.6,76843505.33,930887367.7,NA,NA,NA
prior1,81355,2020,54.43542805,-121.9369524,721,47.5,60,2079350.552,279814.7612,15452003.67,NA,NA,NA,4.693978668,3.317139034,6.306087414,96612503.14,13893113.88,257837277.2,NA,NA,NA
prior1,81357,2020,54.80115445,-121.5203463,720,48.5,76,2035463.95,179725.1314,23052499.44,NA,NA,NA,2.582533399,1.720925754,3.616234223,29906407.73,3128669.606,86196711.02,NA,NA,NA
prior1,81358,2020,53.7310728,-120.7022964,720,48.50069444,85,1023657.681,269384.5939,3889884.84,NA,NA,NA,13.56221253,10.37516403,17.16960094,124602693.3,34252048.2,272220574.7,NA,NA,NA
prior1,81361,2020,54.0756156,-121.001135,720,17.49930556,27,NA,NA,NA,NA,NA,NA,0.038821482,0.004110304,0.111589671,122165.8161,13608.81539,347099.6225,NA,NA,NA
prior1,81362,2020,54.0433711,-121.5593664,720,48.49930556,77,2315705.54,284978.7415,18817165.52,NA,NA,NA,10.87940038,7.602432452,14.73440145,147910828,19096963.93,405676330.8,NA,NA,NA
prior1,83781,2020,54.8140568,-121.7371446,781,47.66666667,72,1061917.693,230329.711,4895891.123,NA,NA,NA,10.15870922,7.429131157,13.30874879,92194996.95,21485808.01,213424613.3,NA,NA,NA
prior1,83782,2020,54.7924869,-121.5497436,781,48.66666667,75,687537.614,145969.9892,3238391.488,NA,NA,NA,30.97141769,20.90774366,42.9810639,60774704.27,14554743.63,139403219.3,NA,NA,NA
prior1,85443,2020,54.7919964,-121.4829544,779.5,5.874305556,9,NA,NA,NA,NA,NA,NA,1.90845497,0.23788769,5.27967709,7875017.184,86080.42782,32175153.89,NA,NA,NA
prior1,85451,2020,54.7908278,-121.4822458,780,4.791666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,861778.0275,313772.6467,1681744.63,NA,NA,NA
prior2,15024,2019,50.485005,-117.096765,720,38.99861111,70,1210100.154,209862.9079,6977614.088,17501.14746,7330.447319,41783.28402,4.862647959,3.079234657,7.046944386,59750955.89,11675746.85,146301574.9,NA,NA,NA
prior2,22562,2019,50.5246,-117.4327,1440,39.99930556,33,1104703.162,176866.0028,6899964.129,60873.90597,22856.09059,162128.8826,6.802917222,3.530713993,11.13025904,85764150.81,17872966.29,205862607.1,NA,NA,NA
prior2,22563,2019,50.37079,-117.76725,1441,6.000694444,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12092954.58,3689519.587,25394264.2,NA,NA,NA
prior2,22564,2019,50.486535,-117.098655,1440,40.00069444,36,1888101.033,252139.8829,14138681.55,NA,NA,NA,4.131135747,2.73520232,5.810301391,81036687.01,11674580.21,216166117,NA,NA,NA
prior2,22565,2019,50.36539,-117.75274,1440,39.04722222,32,597772.666,154180.044,2317629.124,NA,NA,NA,8.645325247,5.485598425,12.5121901,46611008.55,14228142.06,97859858.31,NA,NA,NA
prior2,22567,2019,50.3744,-117.73048,1440.5,34,25,NA,NA,NA,NA,NA,NA,9.707459161,5.439882761,15.190456,41452927.17,16871104.87,76892375.85,NA,NA,NA
prior2,25309,2019,51.7590685,-118.7376834,690,40.25,83,788966.3187,189870.0483,3278388.865,NA,NA,NA,8.229572334,6.295684918,10.41851738,57318888.94,14752286.48,128235352.2,NA,NA,NA
prior2,25315,2019,51.44312905,-118.790981,690,40.25,84,3319717.059,276155.8006,39906897.95,10518.24236,3473.39453,31851.6717,7.619239484,5.198735091,10.49508069,261857111.1,23137215.62,782918175.9,NA,NA,NA
prior2,29082,2019,51.7607442,-118.7298419,781,39.54166667,41,720837.4258,118417.8848,4387906.4,NA,NA,NA,3.481343575,2.310559005,4.888287223,20337471.6,4150894.986,49135474.34,NA,NA,NA
prior2,29088,2019,51.6625534,-118.8155357,780,39.54166667,49,900845.7348,198034.198,4097893.425,NA,NA,NA,8.491117231,5.781867301,11.71272768,54031320.17,12917908.98,124006633.8,NA,NA,NA
prior2,29089,2019,51.7593688,-118.7361531,781,38.99930556,40,818356.1075,167688.0106,3993766.258,NA,NA,NA,7.416083473,4.95620752,10.36378009,51265158.68,11907657.85,118806558.7,NA,NA,NA
prior2,29092,2019,51.60692385,-118.9663394,1560,37.91666667,28,NA,NA,NA,NA,NA,NA,6.934592524,4.454234159,9.955153996,8814568.705,4992229.367,13705608.24,NA,NA,NA
prior2,29094,2019,51.75863145,-118.7289972,781,12.45833333,16,NA,NA,NA,NA,NA,NA,19.41845239,8.164196266,35.46437185,9093718.576,3010278.997,18479934.71,NA,NA,NA
prior2,29095,2019,51.6776441,-118.7219852,780,39,45,221993.7402,85612.48205,575631.2573,NA,NA,NA,1.270038965,0.732954939,1.952329872,1365533.073,631547.518,2377707.048,NA,NA,NA
prior2,29098,2019,51.6076735,-118.9702797,781,40.08263889,45,NA,NA,NA,NA,NA,NA,6.172920086,4.330916063,8.336210208,10321685.48,5984133.739,15822184.65,NA,NA,NA
prior2,29102,2019,51.67771705,-118.7221406,780,37.91666667,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426037.651,977250.945,1958289.357,NA,NA,NA
prior2,29103,2019,51.6650089,-118.8233019,1561,39.54097222,31,857454.0913,168709.1019,4357960.007,NA,NA,NA,9.806577554,5.908578683,14.67601352,60684319.43,13934702.55,141172993.7,NA,NA,NA
prior2,29104,2019,51.610359,-118.7777904,781,40.08333333,37,1381082.132,164682.6439,11582203.26,43350.51103,20108.65827,93455.60411,13.91303594,6.981178766,23.19492751,137603747.9,18879883.98,371696778.4,NA,NA,NA
prior2,30613,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,
prior2,32611,2019,54.216585,-121.54319,666,0.4625,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4645941.312,95431.5368,17618358.97,NA,NA,NA
prior2,81287,2018,53.9394933,-121.4278628,720,41.5,63,741415.9945,161609.3922,3401396.846,NA,NA,NA,37.09209634,25.40492624,50.95599156,196719695.6,48028135.98,448272739.1,NA,NA,NA
prior2,81288,2018,53.7566261,-121.5184656,720,41.50069444,59,263700.0235,102773.487,676611.2974,NA,NA,NA,26.81043168,17.75423614,37.70331089,40748397.09,19218443.66,70231644.08,NA,NA,NA
prior2,81289,2018.5,53.9562243,-121.3236938,720,41.50069444,74,712272.3699,212038.8067,2392637.163,NA,NA,NA,4.753521348,3.351363385,6.396887613,30300806.5,9779452.393,62218048.45,NA,NA,NA
prior2,81290,2018,53.96066,-121.4367096,720,41.49930556,72,279556.5577,119055.0058,656434.9682,NA,NA,NA,19.01354784,13.4078572,25.58299391,33433704.03,15900229.29,57372631.14,NA,NA,NA
prior2,81291,2018,54.6684628,-121.6274278,720,41.50069444,53,781624.9112,157404.0433,3881332.962,NA,NA,NA,21.79357088,14.65646884,30.32402886,122094867,28368421.73,282924722.3,NA,NA,NA
prior2,81295,2019,53.5204719,-121.1399233,721,41.5,55,1252789.36,155833.7765,10071508.35,NA,NA,NA,39.49309308,25.92442731,55.8720952,254845082.7,34835074.7,689046685.9,NA,NA,NA
prior2,81296,2018,53.52626775,-121.1900111,720,26.50069444,34,97702.21566,25390.89863,375950.5752,NA,NA,NA,40.90508563,14.35963755,81.09906357,24403587.19,10717015.64,43625025.71,NA,NA,NA
prior2,81297,2018,54.45965515,-121.901801,720,41.50069444,64,3508690.152,289416.4502,42536996.68,NA,NA,NA,15.92107472,10.81201423,22.00309396,385196801.2,30452513.25,1178234706,NA,NA,NA
prior2,81298,2018,54.72424,-122.0428994,720,36.5,65,1249411.685,165899.8615,9409468.724,NA,NA,NA,3.009254739,1.974836414,4.258056905,26453988.88,3949173.835,69909974.08,NA,NA,NA
prior2,81299,2019,53.9601564,-121.451295,720,41.50069444,69,175401.5717,88473.74295,347738.3269,NA,NA,NA,27.75780974,18.8575045,38.351411,30666320.89,17624078.79,47261450.29,NA,NA,NA
prior2,81301,2018,54.3214236,-121.8400897,721,41,57,238991.2446,97716.84627,584513.4915,NA,NA,NA,5.915271657,3.587386995,8.815828686,10271875.89,5091485.309,17239609.31,NA,NA,NA
prior2,81303,2018,54.6087828,-121.4788038,720,41.5,82,501075.4315,164126.4704,1529775.103,NA,NA,NA,4.750088996,3.522637336,6.158186963,14845429.89,5249203.724,29341698.11,NA,NA,NA
prior2,81308,2018,53.9569744,-121.43928,720,41,59,186839.7966,85513.69714,408228.2811,NA,NA,NA,35.27553091,23.48628626,49.42450646,32967963.07,17967742.44,52445142.4,NA,NA,NA
prior2,81311,2019,54.4596208,-121.5814111,720,41.5,65,3536041.668,293908.1566,42542509.94,NA,NA,NA,16.23728899,12.2686133,20.7535789,572321251.9,49098594.83,1721716257,NA,NA,NA
prior2,81313,2018,53.9282732,-121.3872546,720,41.5,70,179545.8667,85467.36637,377181.603,NA,NA,NA,12.84025444,8.81465935,17.61107959,16344923.72,9093033.867,25688062.27,NA,NA,NA
prior2,81314,2019,54.9450583,-122.3639586,720,41.00069444,63,828681.5937,187994.7528,3652831.654,NA,NA,NA,8.031926936,5.608591753,10.88358043,59980832.93,15184408.5,134973764,NA,NA,NA
prior2,81315,2019,54.1941814,-121.2393025,720,41.5,65,295245.2273,97891.21802,890475.6323,NA,NA,NA,26.97217105,18.37249641,37.1967259,42984902.65,17648864.82,79402664.2,NA,NA,NA
prior2,81318,2018,53.9604833,-121.4515672,720,41.49930556,59,434643.6362,139301.3154,1356161.57,NA,NA,NA,10.33613181,6.987293399,14.33023005,37022805.43,13858739.01,71368103.42,NA,NA,NA
prior2,81320,2018,53.4393272,-121.3145826,720,41.5,64,1597206.832,232468.3512,10973836.45,NA,NA,NA,12.28755325,8.447280301,16.83605675,118420006.1,18649410.83,308490414.3,NA,NA,NA
prior2,81321,2018,53.8224108,-121.5827764,720,40.00069444,67,397440.6885,145792.7521,1083449.613,NA,NA,NA,4.94648303,3.258763853,6.980767809,13380936.09,5425127.975,24865721.92,NA,NA,NA
prior2,81324,2018,53.7560639,-121.5145529,720,41,68,277832.1829,117295.8475,658085.7163,NA,NA,NA,11.03747318,7.355530718,15.45471101,24004120.14,11700447.88,40653976.21,NA,NA,NA
prior2,81325,2018,53.2615847,-121.0697592,720,41,68,330601.4711,129513.1065,843909.4362,NA,NA,NA,10.02731185,6.62286847,14.12658616,19428173.93,8562315.822,34669315.44,NA,NA,NA
prior2,81328,2018,54.13763725,-121.5059206,720,37.5,48,1133252.972,146686.3188,8755160.741,NA,NA,NA,1.73898621,1.127310891,2.481115557,17694287.09,2717813.332,46406841.38,NA,NA,NA
prior2,81330,2018,53.97553345,-121.1654798,720,41.00069444,56,227443.6857,90900.6204,569089.9572,NA,NA,NA,17.69662344,12.07967161,24.36908123,32055036.3,15368896.21,54770587.93,NA,NA,NA
prior2,81331,2019,53.84275835,-121.1096427,720,41.5,60,900745.2441,213206.9172,3805420.601,NA,NA,NA,51.15968194,34.63856901,70.85137912,228130525,57308691.98,514743645.8,NA,NA,NA
prior2,81332,2018,53.9593111,-121.5047297,720,41,55,381263.1644,147428.8147,985978.2215,NA,NA,NA,6.591652804,4.456696244,9.137812704,21261984.04,9294459.272,38096215.44,NA,NA,NA
prior2,81334,2018,53.4533,-121.7333125,720,40.99930556,55,171358.0009,78694.91273,373131.6734,NA,NA,NA,15.59726289,9.436200195,23.28132858,19867896.33,10969599.43,31365279.56,NA,NA,NA
prior2,81336,2018,54.0667967,-121.0594803,720,40.00069444,62,397165.6826,144200.1733,1093900.068,NA,NA,NA,13.72236173,9.646373717,18.50538934,39549639.2,15826226.12,73948430.56,NA,NA,NA
prior2,81339,2018,54.1939489,-121.2440161,720,41,69,1118740.227,155346.287,8056708.144,NA,NA,NA,14.4070837,9.776203191,19.92164115,92258953.66,14486571.13,240532422.6,NA,NA,NA
prior2,81341,2018,54.02018615,-121.5517642,720,41.5,72,588356.5752,140179.0837,2469437.311,NA,NA,NA,14.89003491,10.3948464,20.18030478,59448323.29,16165462.2,130394784.7,NA,NA,NA
prior2,81344,2019,53.9714494,-121.4295114,720.5,41.5,55,715018.3134,196611.8233,2600307.448,NA,NA,NA,13.59254343,9.153533383,18.89522039,81431751.36,24395151.25,172221091.5,NA,NA,NA
prior2,81345,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,
prior2,81346,2019,53.4501928,-121.7400594,720,40.00069444,53,132289.3199,61459.3215,284748.7368,NA,NA,NA,20.78597206,11.77237192,32.31971201,18457868.01,10840904.79,28068518.32,NA,NA,NA
prior2,81347,2018,54.1899989,-121.2468147,720,41.5,57,450176.6197,129340.5813,1566863.136,NA,NA,NA,12.92732509,9.184228804,17.30023629,41703069.66,13961755.39,84352027.14,NA,NA,NA
prior2,81352,2018,55.0957818,-122.1433265,720,41.50069444,78,2491783.39,242619.7059,25591426.87,NA,NA,NA,3.126539791,2.242083976,4.155756774,55269665.81,5578592.814,160578376,NA,NA,NA
prior2,81355,2018.5,54.13752985,-121.5051179,721,41,60,447401.5108,108488.0826,1845070.049,NA,NA,NA,4.740896369,2.307716701,8.035213789,18949611.41,6792535.753,37233025.97,NA,NA,NA
prior2,81356,2018,54.19002,-121.2441139,720,41,69,787383.7532,158688.174,3906864.381,NA,NA,NA,8.789881891,6.407229796,11.543364,52739229.06,11923260.53,123321833.1,NA,NA,NA
prior2,81357,2019,54.7221853,-122.0436593,720,41.5,66,471767.959,160558.8803,1386189.333,NA,NA,NA,13.33953041,9.558777652,17.74048405,47416862.1,17658557.02,91614359.22,NA,NA,NA
prior2,81362,2018.5,53.9766236,-121.4695757,720,41.5,70,478698.0859,165459.9219,1384938.751,NA,NA,NA,31.55634601,22.79437479,41.72114419,102258016.1,38254827.92,197174541.2,NA,NA,NA
prior2,81363,2018,53.51988165,-121.1412567,720,38.50069444,64,363226.1792,120603.5856,1093941.416,NA,NA,NA,37.83958746,25.0454702,53.23159215,66557733.25,24979720.81,128152109.3,NA,NA,NA
prior2,81365,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,
